Unnamed: 0,EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8
0,279280.59375,265364.9375,304038.625,270480.71875,682629.125,199311.046875,195684.53125,218087.6875
1,279244.65625,265517.625,304180.78125,270679.71875,682822.6875,199352.71875,195874.6875,218316.296875
2,279100.625,264812.3125,303754.78125,270177.25,682315.125,199048.46875,195385.1875,217815.34375
3,279055.09375,264312.625,303399.03125,269723.25,681958.0,198861.953125,194958.890625,217341.9375
4,279146.375,264580.75,303522.40625,269856.1875,682098.625,198991.59375,195096.5,217458.515625
5,279292.9375,265404.09375,304068.0625,270517.46875,682655.125,199333.40625,195714.828125,218119.515625
6,279260.75,265562.53125,304220.5,270730.5,682871.8125,199384.359375,195924.84375,218369.671875
7,279123.0625,264868.625,303804.84375,270239.5625,682378.125,199095.765625,195451.359375,217885.4375
8,279063.25,264357.59375,303440.6875,269777.78125,682003.25,198899.25,195025.234375,217408.71875
9,279146.125,264613.1875,303553.0625,269898.84375,682125.0,199026.296875,195157.828125,217515.296875
10,279288.71875,265435.84375,304091.75,270556.625,682679.375,199369.796875,195774.828125,218171.8125
11,279242.78125,265572.25,304225.125,270748.3125,682876.5625,199392.234375,195960.796875,218398.8125
12,279084.34375,264841.09375,303778.28125,270222.21875,682350.75,199060.0,195443.21875,217876.40625
13,279017.1875,264312.625,303395.96875,269736.84375,681960.9375,198843.28125,194985.265625,217371.4375
14,279113.03125,264587.625,303526.4375,269876.75,682095.5,198983.203125,195130.921875,217494.109375
15,279263.96875,265426.4375,304080.46875,270554.1875,682666.375,199338.5,195761.328125,218170.375
16,279236.25,265593.625,304240.6875,270776.28125,682902.875,199379.890625,195981.71875,218435.921875
17,279097.46875,264900.46875,303828.0,270287.9375,682419.4375,199080.734375,195516.0,217959.375
18,279047.15625,264398.53125,303473.84375,269835.09375,682031.875,198896.375,195097.390625,217492.140625
19,279145.5,264664.875,303596.875,269965.8125,682140.9375,199033.265625,195233.109375,217608.375
20,279292.5625,265490.53125,304136.4375,270624.125,682702.4375,199372.46875,195848.59375,218267.75
21,279248.75,265635.9375,304276.625,270825.1875,682917.8125,199395.265625,196046.09375,218508.25
22,279110.1875,264930.5,303861.53125,270334.78125,682433.0625,199098.890625,195576.25,218028.765625
23,279051.0,264409.96875,303489.84375,269862.28125,682029.4375,198897.90625,195139.140625,217542.03125
24,279145.5,264666.84375,303608.125,269986.5625,682135.125,199022.265625,195271.28125,217653.96875
25,279291.6875,265488.59375,304148.53125,270646.375,682700.0625,199361.296875,195889.71875,218318.53125
26,279252.0625,265633.59375,304289.0625,270849.0625,682916.125,199390.359375,196087.75,218561.984375
27,279115.8125,264928.0,303866.96875,270350.09375,682419.625,199096.390625,195608.0,218071.3125
28,279066.09375,264415.25,303504.96875,269887.59375,682029.25,198910.515625,195181.515625,217591.65625
29,279154.875,264676.75,303624.59375,270012.9375,682152.375,199045.875,195318.21875,217704.578125
30,279293.1875,265500.375,304163.90625,270672.125,682722.0625,199385.890625,195935.671875,218368.59375
31,279253.3125,265646.125,304303.8125,270871.9375,682940.6875,199412.796875,196129.765625,218609.1875
32,279112.15625,264928.34375,303871.625,270361.0,682431.3125,199100.046875,195635.078125,218107.96875
33,279060.8125,264412.84375,303505.0625,269894.375,682031.6875,198910.515625,195204.140625,217628.03125
34,279149.15625,264671.65625,303619.0625,270015.625,682154.625,199039.171875,195335.84375,217739.078125
35,279289.96875,265493.6875,304158.34375,270673.65625,682724.0625,199373.015625,195953.46875,218403.828125
36,279252.78125,265632.96875,304297.03125,270865.59375,682936.75,199398.84375,196147.03125,218640.21875
37,279113.9375,264929.53125,303874.46875,270361.09375,682434.75,199104.703125,195664.9375,218146.859375
38,279057.25,264418.375,303508.0,269894.28125,682033.8125,198913.90625,195234.71875,217665.859375
39,279140.5,264666.125,303613.875,270002.375,682136.0,199027.28125,195352.734375,217762.234375
40,279286.59375,265490.71875,304150.5625,270655.84375,682696.0,199370.953125,195961.59375,218418.75
41,279254.46875,265655.40625,304307.03125,270873.46875,682940.0,199423.078125,196180.109375,218681.4375
42,279109.5625,264943.1875,303882.09375,270369.75,682440.1875,199117.3125,195697.046875,218186.828125
43,279053.40625,264420.78125,303511.59375,269895.375,682023.1875,198919.453125,195257.875,217696.53125
44,279143.34375,264669.6875,303622.4375,270011.40625,682132.4375,199038.8125,195380.8125,217794.421875
45,279286.9375,265493.21875,304161.125,270671.6875,682696.3125,199378.546875,195998.171875,218451.75
46,279245.1875,265639.78125,304300.25,270872.84375,682914.5,199413.15625,196197.453125,218692.078125
47,279102.21875,264929.59375,303872.25,270366.28125,682409.625,199105.140625,195707.859375,218194.796875
48,279047.25,264410.40625,303505.40625,269897.5,682012.8125,198905.140625,195268.328125,217708.0625
49,279132.09375,264655.21875,303608.78125,270006.21875,682124.3125,199017.078125,195376.25,217797.828125
50,279274.78125,265472.65625,304140.8125,270656.21875,682674.8125,199357.359375,195977.25,218443.703125
51,279243.9375,265626.28125,304288.875,270864.0,682897.5625,199404.84375,196179.84375,218689.65625
52,279104.8125,264916.09375,303858.9375,270353.21875,682394.125,199108.546875,195686.40625,218184.6875
53,279043.5625,264392.90625,303482.25,269876.3125,682011.3125,198902.90625,195239.8125,217686.15625
54,279132.25,264650.84375,303597.78125,269998.4375,682131.5625,199027.1875,195366.140625,217791.296875
55,279132.25,264650.84375,303597.78125,269998.4375,682131.5625,199027.1875,195366.140625,217791.296875
56,279132.25,264650.84375,303597.78125,269998.4375,682131.5625,199027.1875,195366.140625,217791.296875
57,279095.78125,264888.65625,303832.0,270321.90625,682377.6875,199090.484375,195655.640625,218154.90625
58,279040.875,264374.5625,303459.71875,269850.21875,681998.1875,198895.578125,195211.203125,217660.140625
59,279131.0,264637.59375,303574.96875,269971.625,682117.0625,199027.90625,195338.25,217765.09375
60,279273.78125,265449.5,304104.34375,270614.375,682661.125,199365.046875,195936.109375,218406.140625
61,279237.59375,265590.5,304242.21875,270808.65625,682865.875,199397.328125,196125.921875,218634.21875
62,279098.125,264883.28125,303816.09375,270302.59375,682366.0,199096.5625,195636.421875,218130.328125
63,279043.5625,264373.125,303448.0,269830.28125,681994.125,198904.25,195196.546875,217639.484375
64,279132.875,264634.46875,303562.71875,269947.9375,682112.125,199035.234375,195316.34375,217739.796875
65,279276.84375,265448.71875,304095.0625,270596.59375,682656.125,199369.34375,195915.828125,218385.046875
66,279240.0,265582.28125,304229.0625,270785.5,682853.0,199396.796875,196098.390625,218607.765625
67,279094.90625,264863.09375,303792.9375,270269.15625,682340.3125,199091.640625,195594.140625,218091.4375
68,279037.84375,264350.34375,303424.78125,269801.9375,681977.5,198901.296875,195152.828125,217601.3125
69,279125.46875,264615.25,303543.6875,269931.125,682105.625,199027.625,195285.59375,217710.46875
70,279266.46875,265429.9375,304077.71875,270582.71875,682654.25,199356.015625,195888.28125,218355.1875
71,279236.875,265577.53125,304222.53125,270784.59375,682863.8125,199394.015625,196080.328125,218590.421875
72,279093.375,264864.78125,303790.8125,270271.9375,682355.0625,199087.890625,195580.359375,218082.046875
73,279030.25,264339.15625,303412.4375,269791.03125,681978.6875,198884.140625,195131.28125,217580.734375
74,279128.25,264608.8125,303535.375,269922.90625,682118.3125,199022.71875,195264.765625,217690.53125
75,279279.25,265430.71875,304076.8125,270582.90625,682677.125,199366.3125,195875.859375,218346.609375
76,279238.84375,265558.3125,304205.46875,270764.40625,682864.25,199386.78125,196050.203125,218560.203125
77,279099.90625,264851.09375,303778.90625,270254.78125,682354.1875,199088.421875,195552.5625,218049.40625
78,279036.96875,264319.03125,303396.96875,269768.03125,681964.125,198880.828125,195093.8125,217535.328125
79,279124.84375,264573.3125,303508.4375,269882.9375,682088.875,199004.390625,195209.78125,217625.71875
80,279264.59375,265393.1875,304046.0625,270537.3125,682639.75,199345.734375,195818.1875,218273.28125
81,279229.1875,265536.15625,304185.25,270732.125,682838.5625,199380.34375,196007.1875,218499.21875
82,279089.875,264827.3125,303755.5625,270220.96875,682328.6875,199073.765625,195510.09375,217988.34375
83,279035.4375,264314.3125,303386.9375,269751.59375,681964.0,198876.796875,195071.375,217495.53125
84,279124.03125,264569.46875,303497.8125,269864.96875,682081.375,198999.46875,195189.03125,217586.90625
85,279265.65625,265384.59375,304029.875,270513.6875,682623.1875,199340.109375,195789.75,218231.359375
86,279229.0,265522.03125,304163.96875,270703.6875,682818.0,199373.28125,195973.21875,218454.703125
87,279089.15625,264803.1875,303733.65625,270188.625,682305.1875,199065.1875,195470.390625,217940.0625
88,279037.21875,264294.28125,303369.4375,269721.03125,681946.0625,198872.78125,195028.375,217449.5
89,279123.3125,264553.75,303482.25,269843.78125,682075.875,198997.5,195152.203125,217547.75
90,279260.125,265363.5,304010.84375,270492.25,682615.0,199327.953125,195752.203125,218189.421875
91,279220.78125,265497.25,304144.84375,270680.25,682805.0625,199356.65625,195935.765625,218409.28125
92,279079.875,264780.84375,303709.96875,270158.5,682290.6875,199048.015625,195429.984375,217886.25
93,279025.6875,264272.5625,303341.625,269688.03125,681936.4375,198849.4375,194987.59375,217391.46875
94,279115.28125,264528.0,303454.71875,269806.21875,682063.25,198967.546875,195107.3125,217487.40625
95,279263.875,265344.625,303988.9375,270455.84375,682598.4375,199300.40625,195708.75,218129.703125
96,279226.78125,265480.96875,304128.03125,270650.65625,682789.5625,199334.125,195898.125,218357.15625
97,279083.28125,264764.5625,303695.65625,270135.78125,682281.375,199025.84375,195397.078125,217841.09375
98,279027.375,264247.6875,303325.15625,269662.09375,681927.0,198822.984375,194953.53125,217342.65625
99,279117.5,264503.84375,303437.375,269777.34375,682058.9375,198945.28125,195072.984375,217434.03125
100,279265.125,265325.0625,303974.09375,270433.21875,682597.8125,199286.90625,195676.65625,218076.140625
101,279228.1875,265459.875,304107.125,270622.25,682782.1875,199318.828125,195856.984375,218292.875
102,279086.21875,264740.40625,303672.875,270099.75,682270.3125,199011.0,195346.296875,217768.3125
103,279027.46875,264221.6875,303300.9375,269620.0625,681911.4375,198809.921875,194890.140625,217263.4375
104,279126.625,264492.0625,303425.21875,269749.09375,682045.75,198950.296875,195017.8125,217366.34375
105,279270.5,265301.0,303957.0,270394.875,682572.3125,199293.796875,195614.78125,218001.84375
106,279230.15625,265427.4375,304083.96875,270576.28125,682741.9375,199316.421875,195786.8125,218210.078125
107,279085.5,264705.90625,303645.875,270053.0625,682229.4375,198994.015625,195275.84375,217683.734375
108,279027.375,264190.3125,303274.90625,269579.84375,681883.5625,198790.96875,194830.15625,217182.703125
109,279114.84375,264439.21875,303378.71875,269688.46875,682003.0,198904.78125,194934.578125,217260.578125
110,279258.3125,265238.0625,303898.28125,270320.5,682510.75,199236.21875,195513.046875,217876.671875
111,279221.75,265371.09375,304031.21875,270507.96875,682684.6875,199267.953125,195690.6875,218089.734375
112,279071.65625,264639.46875,303584.1875,269976.28125,682179.625,198948.421875,195167.75,217551.140625
113,279026.125,264127.96875,303216.28125,269501.78125,681837.875,198754.9375,194718.390625,217044.296875
114,279121.09375,264390.84375,303332.84375,269621.59375,681976.3125,198885.921875,194836.5,217132.8125
115,279266.1875,265204.09375,303858.65625,270264.6875,682494.25,199219.59375,195422.296875,217759.375
116,279226.0625,265342.84375,303992.59375,270456.21875,682661.9375,199254.015625,195600.75,217975.03125
117,279078.71875,264627.9375,303556.90625,269941.0625,682168.8125,198945.46875,195096.3125,217454.765625
118,279022.21875,264120.46875,303188.65625,269472.90625,681831.4375,198742.421875,194649.375,216956.5
119,279113.40625,264394.875,303314.0,269606.40625,681987.0,198874.921875,194779.015625,217061.203125
120,279258.3125,265223.125,303856.875,270266.9375,682534.625,199224.140625,195392.609375,217714.40625
121,279221.59375,265371.71875,304000.09375,270469.875,682719.75,199262.6875,195588.5,217947.9375
122,279081.9375,264666.65625,303575.0625,269966.34375,682224.25,198959.765625,195099.71875,217444.3125
123,279022.28125,264155.96875,303206.0,269493.03125,681872.4375,198759.234375,194654.734375,216946.21875
124,279115.46875,264430.625,303331.875,269627.6875,682019.0625,198892.625,194787.59375,217055.203125
125,279255.1875,265251.125,303867.78125,270285.4375,682562.6875,199228.265625,195396.8125,217707.96875
126,279221.59375,265396.59375,304011.8125,270488.125,682755.0,199269.125,195595.390625,217947.671875
127,279221.59375,265396.59375,304011.8125,270488.125,682755.0,199269.125,195595.390625,217947.671875
128,279221.59375,265396.59375,304011.8125,270488.125,682755.0,199269.125,195595.390625,217947.671875
129,279221.59375,265396.59375,304011.8125,270488.125,682755.0,199269.125,195595.390625,217947.671875
130,279221.59375,265396.59375,304011.8125,270488.125,682755.0,199269.125,195595.390625,217947.671875
131,279221.59375,265396.59375,304011.8125,270488.125,682755.0,199269.125,195595.390625,217947.671875
132,279221.59375,265396.59375,304011.8125,270488.125,682755.0,199269.125,195595.390625,217947.671875
133,279221.59375,265396.59375,304011.8125,270488.125,682755.0,199269.125,195595.390625,217947.671875
134,279221.59375,265396.59375,304011.8125,270488.125,682755.0,199269.125,195595.390625,217947.671875
135,279221.59375,265396.59375,304011.8125,270488.125,682755.0,199269.125,195595.390625,217947.671875
136,279221.59375,265396.59375,304011.8125,270488.125,682755.0,199269.125,195595.390625,217947.671875
137,279221.59375,265396.59375,304011.8125,270488.125,682755.0,199269.125,195595.390625,217947.671875
138,279034.4375,264233.46875,303273.125,269617.21875,681959.0625,198803.75,194729.125,217033.578125
139,279127.53125,264507.15625,303398.40625,269750.625,682094.625,198940.640625,194872.359375,217155.609375
140,279266.09375,265334.34375,303940.375,270410.15625,682651.25,199278.234375,195494.53125,217821.875
141,279226.84375,265467.84375,304074.75,270599.96875,682842.1875,199303.0,195683.8125,218053.890625
142,279087.375,264759.28125,303646.21875,270092.59375,682326.375,198999.375,195190.375,217550.078125
143,279027.84375,264255.5625,303282.53125,269633.21875,681964.1875,198808.046875,194761.3125,217070.765625
144,279118.9375,264531.9375,303410.1875,269769.75,682097.75,198939.5625,194904.984375,217193.703125
145,279268.59375,265363.59375,303962.0,270438.0625,682661.3125,199284.140625,195531.375,217865.40625
146,279228.46875,265495.1875,304099.6875,270632.0625,682861.75,199309.890625,195722.4375,218100.734375
