Unnamed: 0,EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8
0,280016.21875,267948.875,320786.875,279548.28125,682138.6875,202674.1875,202259.421875,225106.125
1,279980.46875,267813.59375,320696.9375,279470.03125,682128.875,202595.15625,202171.265625,225027.453125
2,279966.6875,267756.125,320634.4375,279390.28125,682123.9375,202578.078125,202143.28125,224977.46875
3,280020.6875,267940.03125,320736.625,279481.125,682180.125,202664.078125,202254.78125,225070.90625
4,280045.28125,268061.34375,320825.59375,279571.4375,682208.875,202715.578125,202327.640625,225145.203125
5,280021.40625,267938.96875,320772.40625,279534.875,682149.0,202659.34375,202249.6875,225083.6875
6,279994.15625,267830.3125,320701.40625,279478.8125,682128.4375,202613.921875,202182.890625,225024.765625
7,279979.21875,267788.9375,320649.5625,279415.25,682126.375,202603.640625,202164.921875,224990.96875
8,280014.8125,267962.65625,320743.875,279496.5,682171.0,202679.8125,202270.15625,225081.546875
9,280023.90625,268056.4375,320809.5,279560.53125,682177.875,202711.46875,202315.484375,225127.40625
10,279983.875,267908.8125,320732.625,279499.90625,682128.875,202627.421875,202211.6875,225041.75
11,279952.125,267787.15625,320651.96875,279433.5625,682117.1875,202554.46875,202133.359375,224973.71875
12,279949.71875,267747.09375,320603.875,279372.78125,682121.1875,202547.671875,202117.71875,224942.78125
13,280005.59375,267933.25,320711.875,279467.28125,682181.1875,202637.609375,202232.953125,225044.34375
14,280026.25,268032.03125,320788.0625,279538.96875,682193.125,202667.5625,202287.859375,225101.125
15,280001.46875,267896.03125,320724.40625,279485.875,682127.25,202598.546875,202188.4375,225022.078125
16,279986.1875,267806.46875,320667.0,279442.5,682117.1875,202569.046875,202132.5625,224977.734375
17,279976.71875,267771.75,320622.90625,279387.34375,682123.0,202568.421875,202122.546875,224953.78125
18,280012.46875,267942.25,320717.5,279469.59375,682171.6875,202641.546875,202228.046875,225041.84375
19,280023.125,268041.15625,320793.59375,279545.78125,682190.5625,202679.015625,202290.265625,225102.90625
20,280003.71875,267924.03125,320743.875,279511.53125,682133.625,202630.109375,202209.890625,225045.515625
21,279988.4375,267832.65625,320683.96875,279464.84375,682126.75,202599.078125,202152.578125,224999.015625
22,279979.5625,267799.21875,320640.96875,279410.0625,682121.0625,202602.296875,202146.234375,224973.265625
23,280017.125,267965.5,320737.1875,279490.96875,682161.6875,202674.8125,202251.640625,225063.125
24,280028.03125,268055.375,320801.46875,279550.25,682170.875,202697.703125,202296.53125,225106.75
25,279998.875,267920.0,320736.1875,279499.46875,682120.4375,202620.265625,202198.1875,225028.515625
26,279977.78125,267815.3125,320675.65625,279456.71875,682113.6875,202579.953125,202142.125,224987.03125
27,279970.46875,267771.40625,320623.625,279395.5625,682116.6875,202575.921875,202127.640625,224957.171875
28,280011.40625,267942.34375,320715.90625,279472.8125,682160.8125,202640.65625,202225.1875,225038.796875
29,280027.9375,268043.5625,320794.9375,279545.9375,682179.75,202670.421875,202283.828125,225101.125
30,280008.90625,267926.0,320747.0,279515.1875,682133.1875,202614.8125,202209.359375,225047.484375
31,279985.84375,267824.25,320679.15625,279462.71875,682125.3125,202577.796875,202147.3125,224993.203125
32,279963.03125,267772.40625,320618.625,279391.8125,682122.5,202564.296875,202122.453125,224952.96875
33,279994.15625,267935.65625,320706.6875,279468.875,682170.25,202620.984375,202220.625,225036.5625
34,280010.25,268037.5625,320778.75,279539.25,682180.375,202645.125,202273.46875,225091.015625
35,280000.84375,267928.3125,320736.71875,279511.875,682127.875,202602.5625,202197.90625,225037.46875
36,279988.96875,267830.78125,320681.65625,279470.3125,682121.0,202576.734375,202147.3125,224997.859375
37,279980.03125,267793.9375,320630.96875,279407.46875,682123.5,202575.84375,202130.765625,224964.78125
38,280020.78125,267980.96875,320734.0625,279505.28125,682190.8125,202650.671875,202248.34375,225071.703125
39,280029.03125,268072.0,320799.125,279570.8125,682203.6875,202669.890625,202299.296875,225126.78125
40,280003.96875,267935.65625,320738.6875,279521.53125,682133.625,202609.625,202209.0,225055.96875
41,279998.71875,267864.46875,320701.3125,279497.21875,682118.4375,202589.0625,202173.140625,225033.96875
42,279983.59375,267828.90625,320650.71875,279434.46875,682130.6875,202585.046875,202158.21875,225003.046875
43,280020.0625,268003.25,320752.28125,279527.09375,682208.875,202657.546875,202276.0625,225107.203125
44,280029.1875,268095.15625,320824.96875,279600.5625,682228.8125,202685.890625,202334.96875,225170.5
45,280000.40625,267950.3125,320751.40625,279536.65625,682139.625,202615.359375,202228.9375,225083.0625
46,279990.75,267878.53125,320705.875,279510.53125,682117.6875,202599.171875,202186.5625,225055.078125
47,279976.90625,267840.4375,320657.5,279455.28125,682122.1875,202594.796875,202178.59375,225034.421875
48,280019.625,268017.8125,320758.09375,279544.53125,682180.4375,202666.40625,202290.453125,225131.34375
49,280026.96875,268107.5,320829.625,279616.3125,682198.5,202697.609375,202343.5625,225188.734375
50,279999.34375,267975.0,320763.90625,279566.59375,682135.3125,202636.546875,202251.640625,225118.109375
51,279986.5625,267881.1875,320707.59375,279525.125,682118.0625,202599.96875,202202.390625,225078.859375
52,279971.15625,267833.375,320652.0625,279458.40625,682124.6875,202584.234375,202185.75,225044.34375
53,280009.875,268021.21875,320759.09375,279557.3125,682200.125,202665.78125,202309.140625,225152.0
54,280022.03125,268119.125,320835.625,279636.78125,682226.75,202687.234375,202370.203125,225220.65625
55,279995.65625,267980.25,320768.28125,279583.0625,682147.625,202620.984375,202273.015625,225145.015625
56,279972.78125,267867.25,320696.21875,279525.03125,682124.125,202582.453125,202205.328125,225089.140625
57,279957.84375,267809.125,320633.71875,279446.53125,682124.6875,202557.78125,202169.296875,225038.625
58,280007.65625,267991.78125,320735.5625,279535.59375,682173.75,202634.3125,202274.265625,225128.484375
59,280023.28125,268087.46875,320807.1875,279603.71875,682183.75,202671.140625,202323.4375,225178.28125
60,279987.625,267940.5625,320733.59375,279542.46875,682125.8125,202605.15625,202216.328125,225092.0
61,279967.59375,267833.46875,320663.3125,279484.625,682114.125,202562.6875,202148.65625,225035.9375
62,279961.78125,267788.21875,320611.28125,279419.09375,682116.375,202556.796875,202133.359375,225002.140625
63,280007.75,267971.84375,320716.15625,279512.96875,682178.75,202640.65625,202247.625,225099.328125
64,280019.1875,268066.28125,320786.25,279583.6875,682191.875,202665.78125,202300.828125,225153.953125
65,279990.84375,267921.34375,320714.46875,279522.71875,682128.125,202598.453125,202198.8125,225071.265625
66,279970.71875,267816.65625,320646.59375,279469.0625,682121.4375,202556.078125,202134.34375,225017.703125
67,279964.65625,267783.21875,320601.53125,279409.875,682121.875,202550.171875,202125.3125,224986.328125
68,280004.25,267966.0625,320703.375,279500.4375,682177.0,202629.390625,202236.453125,225078.859375
69,280008.1875,268045.0,320761.125,279558.90625,682176.0,202651.390625,202273.109375,225120.171875
70,279986.90625,267905.96875,320696.21875,279504.65625,682121.875,202597.828125,202176.984375,225042.296875
71,279968.84375,267795.625,320627.65625,279445.625,682119.375,202558.140625,202109.671875,224983.1875
72,279950.59375,267735.75,320567.21875,279367.40625,682119.5,202543.828125,202081.140625,224936.703125
73,279995.03125,267926.09375,320675.21875,279464.0625,682180.4375,202619.828125,202196.484375,225038.265625
74,280003.34375,268017.1875,320742.4375,279531.46875,682193.625,202639.046875,202247.625,225088.6875
75,279977.59375,267869.03125,320671.1875,279465.65625,682130.1875,202577.265625,202141.140625,224998.125
76,279964.09375,267779.8125,320618.8125,279424.90625,682124.875,202553.9375,202090.71875,224957.625
77,279959.46875,267750.5625,320577.125,279372.78125,682125.625,202556.703125,202083.828125,224933.125
78,280004.4375,267942.8125,320684.53125,279471.28125,682182.6875,202639.671875,202199.515625,225034.78125
79,280011.84375,268035.96875,320756.03125,279543.09375,682200.375,202667.75,202256.125,225092.0
80,279975.71875,267886.125,320677.1875,279476.65625,682126.125,202591.9375,202143.640625,224997.046875
81,279952.46875,267773.65625,320600.375,279412.28125,682110.625,202548.203125,202069.25,224930.265625
82,279954.53125,267742.875,320559.15625,279360.78125,682109.5,202543.65625,202065.234375,224906.03125
83,280008.28125,267948.0625,320683.1875,279476.46875,682178.6875,202640.125,202200.234375,225023.78125
84,280019.0,268047.0625,320761.59375,279554.0,682205.5,202674.28125,202262.109375,225086.90625
85,279982.96875,267888.875,320679.0625,279480.9375,682130.375,202586.125,202146.421875,224992.046875
86,279960.71875,267780.53125,320605.75,279417.75,682119.75,202542.390625,202073.8125,224929.90625
87,279959.90625,267759.4375,320571.15625,279369.1875,682121.25,202555.8125,202072.125,224911.671875
88,279998.4375,267946.375,320676.46875,279465.75,682176.4375,202636.546875,202185.75,225011.0
89,280003.96875,268038.28125,320745.65625,279538.09375,682197.0,202653.359375,202241.09375,225069.734375
90,279970.375,267890.59375,320670.5625,279473.96875,682132.1875,202581.109375,202136.140625,224984.0
91,279957.59375,267798.0625,320611.75,279429.28125,682119.1875,202549.1875,202081.140625,224939.734375
92,279959.28125,267771.9375,320570.6875,279373.84375,682120.0,202555.90625,202073.734375,224913.90625
93,279999.59375,267960.40625,320678.15625,279471.28125,682172.0625,202638.0625,202191.125,225017.4375
94,280007.375,268052.9375,320749.875,279546.21875,682192.625,202661.9375,202246.375,225077.421875
95,279983.25,267912.84375,320683.4375,279491.21875,682130.75,202595.328125,202147.21875,224998.21875
96,279960.71875,267810.125,320616.75,279436.25,682116.25,202563.234375,202087.859375,224945.1875
97,279954.28125,267775.0625,320574.625,279382.15625,682120.5625,202558.40625,202084.640625,224922.484375
98,279999.25,267962.03125,320682.8125,279476.9375,682170.625,202630.546875,202196.578125,225022.984375
99,279999.78125,268045.34375,320744.25,279537.28125,682177.875,202646.203125,202240.296875,225071.796875
100,279974.75,267912.125,320681.3125,279487.21875,682129.3125,202584.328125,202150.96875,224999.90625
101,279950.78125,267807.625,320615.0625,279433.125,682125.5625,202546.6875,202093.390625,224948.234375
102,279938.1875,267758.625,320557.75,279359.1875,682120.3125,202528.1875,202066.390625,224904.25
103,279989.84375,267955.6875,320676.65625,279464.59375,682186.0625,202622.421875,202187.546875,225014.484375
104,280007.75,268055.8125,320758.53125,279546.125,682208.6875,202663.546875,202248.25,225082.078125
105,279982.6875,267920.53125,320696.0625,279499.28125,682138.6875,202600.0625,202156.875,225013.765625
106,279958.46875,267814.6875,320629.1875,279444.65625,682123.25,202553.3125,202095.0,224962.1875
107,279948.5625,267772.46875,320575.875,279373.84375,682121.0625,202545.078125,202071.671875,224921.234375
108,279990.5625,267961.03125,320679.6875,279466.65625,682173.125,202621.4375,202181.109375,225017.53125
109,280004.6875,268062.0625,320756.65625,279548.28125,682196.1875,202653.53125,202243.59375,225082.703125
110,279985.75,267932.875,320701.40625,279506.875,682135.9375,202595.421875,202160.90625,225018.59375
111,279963.9375,267829.25,320635.4375,279452.0625,682115.5625,202545.34375,202100.109375,224965.84375
112,279953.65625,267786.34375,320580.0,279380.375,682118.3125,202526.390625,202075.0625,224923.015625
113,279999.59375,267978.84375,320690.59375,279477.5625,682184.0625,202613.75,202192.375,225028.34375
114,280014.53125,268083.875,320769.0,279559.09375,682207.8125,202655.046875,202255.671875,225099.59375
115,279984.3125,267935.1875,320705.0,279511.15625,682129.125,202583.25,202161.078125,225029.140625
116,279958.84375,267824.875,320635.25,279454.84375,682112.125,202534.890625,202097.859375,224975.0625
117,279941.125,267790.09375,320583.125,279391.46875,682119.8125,202517.90625,202085.34375,224941.984375
118,279988.5,267976.59375,320692.375,279484.34375,682175.8125,202593.265625,202199.078125,225041.3125
119,279999.96875,268064.3125,320761.21875,279550.875,682188.25,202628.765625,202247.890625,225092.625
120,279980.5625,267931.96875,320703.84375,279508.21875,682130.5,202581.640625,202165.375,225029.140625
121,279967.875,267851.53125,320652.34375,279476.125,682110.5625,202545.265625,202123.078125,225000.890625
122,279956.59375,267823.4375,320605.75,279418.625,682114.5625,202534.078125,202112.984375,224975.59375
123,279996.28125,268004.65625,320710.1875,279508.84375,682169.8125,202610.4375,202222.40625,225074.296875
124,279991.46875,268067.25,320758.1875,279556.40625,682164.875,202612.40625,202251.375,225109.53125
125,279963.84375,267925.28125,320691.75,279508.9375,682114.75,202543.734375,202157.140625,225038.71875
126,279947.21875,267832.84375,320630.96875,279460.375,682114.8125,202513.609375,202097.0625,224990.34375
127,279933.96875,267807.78125,320585.625,279406.03125,682120.375,202515.578125,202092.328125,224965.578125
128,279974.9375,267995.46875,320694.96875,279507.9375,682186.875,202603.015625,202219.28125,225075.640625
129,279986.0,268073.15625,320760.15625,279573.84375,682204.4375,202627.78125,202272.84375,225132.859375
130,279959.625,267929.9375,320690.40625,279520.46875,682132.625,202554.46875,202174.75,225057.046875
131,279937.46875,267826.75,320622.5625,279467.09375,682113.375,202513.15625,202112.171875,225004.03125
132,279928.6875,267785.90625,320574.53125,279405.21875,682112.125,202501.453125,202099.46875,224973.09375
133,279972.25,267972.65625,320683.53125,279502.0625,682169.9375,202580.9375,202216.953125,225077.078125
134,279976.96875,268054.375,320744.59375,279563.03125,682179.625,202606.0625,202262.109375,225126.421875
135,279954.1875,267920.8125,320687.90625,279521.1875,682128.4375,202553.65625,202179.671875,225066.078125
136,279931.03125,267816.75,320618.71875,279463.53125,682117.8125,202523.625,202121.375,225015.46875
137,279919.65625,267781.59375,320565.96875,279395.375,682120.625,202517.546875,202101.4375,224979.609375
138,279961.25,267960.6875,320665.65625,279478.90625,682166.25,202588.078125,202203.640625,225067.421875
139,279974.3125,268042.9375,320728.6875,279538.25,682170.0,202615.171875,202239.84375,225111.5
140,279951.0625,267897.375,320663.15625,279486.75,682121.0625,202555.1875,202144.8125,225038.453125
141,279934.78125,267794.5625,320598.15625,279435.34375,682117.9375,202517.0,202084.28125,224989.90625
142,279927.09375,267768.1875,320551.46875,279374.90625,682112.875,202515.125,202069.53125,224959.671875
143,279974.46875,267956.5625,320661.4375,279470.65625,682168.1875,202599.0,202187.359375,225061.6875
144,279988.6875,268037.65625,320727.96875,279534.875,682181.625,202627.328125,202234.390625,225113.109375
145,279958.5625,267880.84375,320652.875,279470.21875,682112.625,202556.171875,202125.140625,225023.609375
146,279939.15625,267789.1875,320595.8125,279427.75,682109.5,202527.015625,202077.03125,224985.15625
147,279931.75,267764.0,320549.78125,279367.84375,682116.8125,202519.875,202066.84375,224957.265625
148,279971.78125,267946.375,320651.96875,279458.25,682167.3125,202592.734375,202175.296875,225053.640625
149,279978.3125,268024.0625,320713.125,279520.125,682179.9375,202614.453125,202218.296875,225101.84375
150,279952.5625,267874.9375,320640.875,279459.21875,682119.5,202543.734375,202109.484375,225014.484375
151,279932.1875,267767.28125,320571.5,279399.78125,682108.5,202499.296875,202041.453125,224955.125
152,279922.4375,267735.28125,320521.0,279332.96875,682100.875,202480.796875,202021.875,224918.28125
153,279963.65625,267923.125,320629.4375,279430.15625,682157.9375,202558.484375,202138.8125,225017.96875
154,279972.96875,268006.625,320695.78125,279499.46875,682172.4375,202589.6875,202189.234375,225070.8125
155,279945.78125,267860.71875,320626.5,279444.03125,682111.625,202530.421875,202090.984375,224992.046875
156,279932.375,267779.375,320571.0625,279397.8125,682104.4375,202501.71875,202038.234375,224951.625
157,279924.21875,267758.1875,320533.6875,279348.90625,682106.9375,202503.0625,202035.28125,224935.546875
158,279965.90625,267942.34375,320643.03125,279445.8125,682162.5,202584.515625,202149.984375,225037.90625
159,279969.03125,268013.0,320701.3125,279506.0625,682168.3125,202603.46875,202189.328125,225081.984375
160,279943.8125,267873.5,320634.90625,279455.65625,682108.875,202535.96875,202094.46875,225007.421875
161,279924.0625,267780.34375,320573.46875,279405.21875,682104.3125,202498.140625,202042.96875,224962.1875
162,279924.9375,267761.5625,320541.28125,279359.8125,682118.75,202500.828125,202046.453125,224947.78125
163,279975.5625,267965.78125,320662.34375,279469.875,682186.8125,202589.421875,202176.90625,225065.359375
164,279988.34375,268053.3125,320734.5,279542.65625,682204.0,202623.84375,202230.90625,225124.640625
165,279958.84375,267912.9375,320666.09375,279490.78125,682128.625,202565.640625,202133.625,225048.8125
166,279945.25,267822.28125,320606.65625,279445.0,682108.9375,202533.546875,202080.171875,225003.046875
167,279940.875,267803.6875,320572.65625,279398.875,682116.625,202531.765625,202082.046875,224985.78125
168,279970.46875,267985.90625,320679.6875,279495.6875,682180.0,202609.90625,202202.203125,225091.203125
169,279973.75,268062.0625,320739.0625,279558.09375,682191.625,202631.359375,202247.625,225141.796875
170,279940.0625,267910.0625,320662.6875,279497.5,682124.0625,202554.203125,202143.015625,225060.0
171,279905.28125,267782.0625,320570.53125,279417.03125,682106.25,202491.25,202057.359375,224983.109375
172,279883.5625,267729.9375,320506.5,279338.15625,682098.9375,202462.828125,202022.3125,224933.03125
173,279935.21875,267919.09375,320617.71875,279436.0625,682153.25,202544.90625,202133.359375,225034.15625
174,279952.3125,268007.0,320691.9375,279515.1875,682177.6875,202584.328125,202193.0,225097.09375
175,279929.59375,267865.46875,320624.0625,279462.0,682114.8125,202523.53125,202097.59375,225021.109375
176,279909.46875,267771.0625,320559.25,279406.9375,682103.0625,202493.671875,202040.5625,224970.5
177,279903.84375,267737.0625,320513.5625,279346.5625,682107.5625,202484.109375,202029.921875,224941.53125
178,279951.5,267929.5625,320625.40625,279444.84375,682161.75,202557.421875,202139.625,225042.5625
179,279966.0625,268017.1875,320696.75,279515.5625,682171.8125,202588.71875,202183.421875,225094.859375
180,279946.75,267893.53125,320647.59375,279484.875,682123.4375,202545.265625,202104.9375,225038.265625
181,279921.1875,267783.84375,320574.71875,279428.1875,682110.5625,202500.46875,202040.640625,224983.734375
182,279914.3125,267732.34375,320514.46875,279349.0625,682107.4375,202476.78125,202008.453125,224932.328125
183,279965.28125,267942.09375,320636.78125,279456.1875,682173.125,202568.328125,202128.625,225039.34375
184,279982.6875,268068.15625,320736.375,279565.625,682220.875,202619.28125,202214.71875,225133.75
185,279955.25,267940.75,320681.125,279531.46875,682133.4375,202562.609375,202138.28125,225081.265625
186,279930.59375,267833.8125,320611.46875,279473.09375,682110.1875,202525.59375,202083.828125,225037.109375
187,279911.1875,267760.6875,320532.875,279372.21875,682112.0625,202496.796875,202041.09375,224975.421875
188,279968.65625,267994.03125,320675.40625,279509.28125,682208.25,202597.296875,202185.671875,225111.5
189,279978.78125,268117.21875,320777.3125,279623.09375,682262.8125,202634.390625,202273.28125,225212.078125
190,279942.65625,267956.65625,320702.5,279563.03125,682153.875,202558.484375,202175.65625,225136.609375
191,279908.0625,267798.9375,320594.46875,279458.15625,682113.5625,202505.5625,202081.0625,225044.890625
192,279894.90625,267704.0,320500.875,279340.125,682125.8125,202479.28125,202025.625,224965.3125
193,279962.0625,267945.9375,320644.09375,279476.40625,682217.5625,202580.9375,202166.984375,225097.546875
194,279971.34375,268068.0625,320739.15625,279582.53125,682256.125,202613.125,202240.921875,225184.71875
195,279943.1875,267919.46875,320673.78125,279531.1875,682141.625,202546.6875,202148.46875,225114.984375
196,279916.0,267783.9375,320582.40625,279446.71875,682109.5,202502.171875,202071.140625,225042.828125
197,279897.40625,267691.75,320488.96875,279329.21875,682123.6875,202470.96875,202014.8125,224960.578125
198,279955.625,267926.09375,320629.1875,279461.90625,682210.0625,202572.53125,202154.46875,225086.8125
199,279966.625,268045.09375,320721.96875,279562.03125,682247.1875,202607.390625,202224.109375,225167.734375
200,279941.5,267889.34375,320647.59375,279496.40625,682143.4375,202537.21875,202113.421875,225078.859375
201,279922.09375,267760.3125,320560.0625,279411.9375,682123.0625,202499.484375,202035.734375,225004.828125
202,279902.3125,267677.875,320473.875,279301.5,682129.6875,202463.546875,201989.953125,224932.046875
203,279958.21875,267907.5,320611.125,279430.09375,682208.0,202555.09375,202126.390625,225059.015625
204,279969.28125,268033.5625,320709.90625,279542.46875,682250.9375,202596.75,202203.09375,225149.671875
205,279941.40625,267906.3125,320651.78125,279506.15625,682143.625,202545.609375,202119.59375,225089.5
206,279910.5625,267778.1875,320557.8125,279420.59375,682115.375,202502.34375,202042.25,225015.828125
207,279886.59375,267678.96875,320456.4375,279290.34375,682120.5625,202455.046875,201974.65625,224922.3125
208,279952.125,267916.96875,320598.3125,279421.0625,682193.6875,202554.015625,202108.328125,225043.71875
209,279966.96875,268052.59375,320706.96875,279545.6875,682245.8125,202609.1875,202197.203125,225144.84375
210,279932.90625,267912.59375,320644.46875,279507.0625,682149.1875,202537.921875,202112.625,225084.3125
211,279907.25,267776.78125,320552.1875,279422.375,682116.6875,202493.5,202037.34375,225010.640625
212,279898.21875,267701.65625,320475.65625,279320.71875,682127.375,202481.25,201998.453125,224945.1875
213,279961.4375,267947.90625,320623.625,279460.125,682217.125,202585.046875,202147.046875,225082.703125
214,279973.3125,268071.71875,320719.21875,279567.21875,682253.4375,202618.484375,202221.421875,225170.953125
215,279939.4375,267930.09375,320648.65625,279515.65625,682145.0625,202553.390625,202124.78125,225099.59375
216,279911.96875,267799.125,320556.40625,279427.5,682115.75,202515.21875,202044.84375,225024.765625
217,279895.53125,267709.28125,320468.15625,279310.28125,682129.25,202489.203125,201991.390625,224944.921875
218,279953.09375,267937.625,320607.1875,279442.25,682208.6875,202577.71875,202131.125,225075.375
219,279967.59375,268078.4375,320711.53125,279564.09375,682259.125,202621.53125,202217.84375,225175.59375
220,279933.53125,267936.53125,320645.4375,279514.75,682148.5625,202557.15625,202127.375,225107.640625
221,279899.46875,267788.9375,320544.0625,279415.875,682113.9375,202503.78125,202039.9375,225023.15625
222,279891.0625,267710.53125,320463.6875,279308.5625,682128.125,202478.296875,201998.171875,224952.265625
223,279954.4375,267956.03125,320610.9375,279447.78125,682217.625,202580.484375,202143.203125,225086.90625
224,279964.65625,268083.15625,320708.84375,279559.09375,682258.3125,202615.53125,202214.71875,225174.703125
225,279943.1875,267983.03125,320671.8125,279548.71875,682160.875,202569.671875,202153.03125,225142.96875
226,279920.9375,267906.9375,320621.75,279522.71875,682122.4375,202553.21875,202128.71875,225132.953125
227,279902.6875,267805.03125,320530.1875,279404.25,682119.6875,202527.28125,202079.53125,225060.890625
228,279961.78125,268023.71875,320662.15625,279525.21875,682200.5625,202618.484375,202210.78125,225181.046875
229,279972.6875,268150.125,320763.375,279641.0,682257.8125,202657.90625,202293.21875,225277.078125
230,279942.375,268008.5,320697.5625,279596.65625,682153.5625,202589.609375,202204.265625,225213.859375
231,279899.8125,267840.96875,320578.125,279478.90625,682107.6875,202509.765625,202096.25,225111.9375
232,279882.5625,267732.4375,320473.96875,279344.0625,682116.1875,202469.796875,202027.328125,225013.953125
233,279957.59375,267979.5625,320630.6875,279495.96875,682212.1875,202578.421875,202182.984375,225157.71875
234,279975.90625,268114.375,320740.9375,279617.75,682265.0625,202619.640625,202268.8125,225255.890625
235,279941.21875,267983.75,320680.03125,279575.375,682155.25,202558.3125,202180.296875,225195.71875
236,279896.0625,267820.9375,320566.3125,279463.96875,682111.0,202491.796875,202078.46875,225101.390625
237,279876.125,267716.15625,320468.96875,279334.6875,682121.875,202456.296875,202015.609375,225012.25
238,279940.9375,267960.25,320617.375,279472.8125,682207.0,202560.8125,202158.125,225145.203125
239,279961.15625,268102.75,320731.09375,279601.75,682265.0625,202606.328125,202249.140625,225250.96875
240,279933.625,267956.40625,320667.0,279555.15625,682149.25,202550.53125,202161.875,225185.15625
241,279902.6875,267810.03125,320562.65625,279454.5625,682110.125,202497.875,202070.328125,225097.09375
242,279881.5,267714.71875,320465.75,279332.4375,682124.5625,202457.90625,202007.5625,225009.03125
243,279948.375,267959.875,320616.84375,279475.3125,682215.3125,202569.9375,202156.875,225145.640625
244,279962.84375,268092.75,320721.96875,279593.875,682262.8125,202612.40625,202237.609375,225239.875
245,279936.125,267956.5625,320662.625,279553.09375,682151.6875,202555.8125,202155.359375,225180.15625
246,279902.78125,267810.03125,320563.09375,279458.40625,682112.625,202499.9375,202072.65625,225100.234375
247,279880.59375,267704.875,320465.65625,279330.65625,682123.0625,202461.65625,202011.234375,225009.921875
248,279947.03125,267950.3125,320607.34375,279461.5625,682198.25,202560.734375,202146.5,225131.15625
249,279966.15625,268082.28125,320708.03125,279570.09375,682237.9375,202607.578125,202216.328125,225213.6875
250,279927.28125,267927.34375,320634.28125,279512.15625,682140.9375,202538.734375,202115.125,225134.65625
251,279879.96875,267752.90625,320512.0625,279391.8125,682114.625,202462.203125,202009.171875,225028.875
252,279865.65625,267633.90625,320400.5625,279246.875,682119.6875,202417.9375,201925.3125,224916.5
253,279939.53125,267885.5,320552.5625,279389.3125,682206.8125,202531.9375,202069.796875,225047.484375
254,279956.40625,268015.5,320657.0625,279508.75,682248.5625,202571.71875,202149.453125,225138.671875
255,279920.28125,267856.875,320577.84375,279442.78125,682142.125,202496.625,202036.171875,225047.03125
256,279886.6875,267697.5625,320465.5625,279327.875,682111.5,202444.5,201932.375,224941.4375
257,279881.9375,267631.65625,320392.96875,279228.28125,682119.6875,202429.203125,201893.390625,224874.296875
258,279943.0,267887.09375,320549.5,279380.625,682206.0,202525.046875,202042.34375,225017.34375
259,279960.96875,268032.9375,320664.84375,279514.46875,682263.4375,202570.03125,202132.734375,225123.296875
260,279935.75,267900.6875,320609.59375,279477.375,682154.1875,202517.453125,202051.46875,225066.609375
261,279893.03125,267728.84375,320486.65625,279354.25,682116.0625,202454.78125,201947.484375,224962.0
262,279881.0625,267640.96875,320394.84375,279232.65625,682133.1875,202417.140625,201889.734375,224874.5625
263,279957.03125,267932.875,320575.09375,279411.9375,682239.5625,202530.5,202058.171875,225035.671875
264,279971.15625,268074.40625,320689.0625,279542.46875,682294.125,202572.890625,202147.125,225140.28125
265,279933.8125,267912.75,320610.65625,279478.34375,682155.0,202504.671875,202047.53125,225062.234375
