EEG 1_theta_mean,EEG 1_theta_std,EEG 2_theta_mean,EEG 2_theta_std,EEG 3_theta_mean,EEG 3_theta_std,EEG 4_theta_mean,EEG 4_theta_std,EEG 5_theta_mean,EEG 5_theta_std,EEG 6_theta_mean,EEG 6_theta_std,EEG 7_theta_mean,EEG 7_theta_std,EEG 8_theta_mean,EEG 8_theta_std,EEG 1_alpha_mean,EEG 1_alpha_std,EEG 2_alpha_mean,EEG 2_alpha_std,EEG 3_alpha_mean,EEG 3_alpha_std,EEG 4_alpha_mean,EEG 4_alpha_std,EEG 5_alpha_mean,EEG 5_alpha_std,EEG 6_alpha_mean,EEG 6_alpha_std,EEG 7_alpha_mean,EEG 7_alpha_std,EEG 8_alpha_mean,EEG 8_alpha_std,EEG 1_beta_mean,EEG 1_beta_std,EEG 2_beta_mean,EEG 2_beta_std,EEG 3_beta_mean,EEG 3_beta_std,EEG 4_beta_mean,EEG 4_beta_std,EEG 5_beta_mean,EEG 5_beta_std,EEG 6_beta_mean,EEG 6_beta_std,EEG 7_beta_mean,EEG 7_beta_std,EEG 8_beta_mean,EEG 8_beta_std,EEG 1_gamma_mean,EEG 1_gamma_std,EEG 2_gamma_mean,EEG 2_gamma_std,EEG 3_gamma_mean,EEG 3_gamma_std,EEG 4_gamma_mean,EEG 4_gamma_std,EEG 5_gamma_mean,EEG 5_gamma_std,EEG 6_gamma_mean,EEG 6_gamma_std,EEG 7_gamma_mean,EEG 7_gamma_std,EEG 8_gamma_mean,EEG 8_gamma_std,label
0.0062178075570346,6.814972240581696,-0.2518800976779385,13.211885763420163,-0.2835360131976707,11.081742843279535,-0.3891430160132288,15.06949776189802,-0.3547367077437475,15.465153637519714,0.0002515516751074,5.448432312940582,-0.3436109739916223,16.875266905265494,-0.4335586886542729,19.440854151689063,0.0571205750245092,3.76288667359006,-0.0660058455937452,5.876783564686867,-0.0724645194579699,4.64966564461409,-0.1290377002344182,6.502468923448416,-0.128794071018533,6.409015781484037,0.0207099932588384,4.240277287833276,-0.1351928307408461,6.553974277978367,-0.1676284236010455,7.763987848547823,-0.0253133306721113,5.234694101725659,-0.5010789278951732,15.116671893839664,-0.3782504703297259,10.919237469081915,-0.4991298734363695,13.529081553973224,-0.4536876113393394,12.98919436930794,-0.1855828942386294,8.882900570625251,-0.4720745686578556,13.10617703933727,-0.5341158434652059,14.086972357457256,-0.0265890635286005,3.4735960920119857,-0.2856961581473626,14.784787178727376,-0.2066449189739304,10.19429785340344,-0.2728069748129321,13.057621872311593,-0.2538932231018626,12.262620793962066,-0.1140403583090775,6.809844595866044,-0.2571504288223898,12.317580680200493,-0.2863944636333105,13.544366708651784,0
