Unnamed: 0,EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8
0,289992.34375,274617.5625,310264.75,278843.375,681651.875,205683.09375,204699.515625,223825.1875
1,289909.125,274115.46875,309945.40625,278459.375,681281.9375,205490.859375,204317.65625,223442.796875
2,289853.59375,273812.28125,309673.96875,278124.125,681061.0625,205335.734375,204014.03125,223096.4375
3,289927.4375,274162.9375,309855.0,278328.0625,681236.0625,205470.03125,204200.265625,223268.8125
4,290006.84375,274681.125,310227.28125,278777.125,681583.3125,205693.1875,204603.234375,223708.875
5,289961.59375,274535.03125,310193.40625,278754.6875,681536.8125,205649.375,204566.296875,223696.53125
6,289901.4375,274107.3125,309922.5,278421.84375,681235.8125,205512.3125,204246.3125,223362.609375
7,289877.8125,273919.5625,309742.09375,278192.15625,681149.875,205458.234375,204060.796875,223138.90625
8,289888.46875,274191.0,309881.5625,278366.3125,681294.0,205539.859375,204217.078125,223308.421875
9,289930.5625,274670.3125,310215.6875,278772.21875,681628.25,205705.265625,204578.203125,223722.46875
10,289889.09375,274508.125,310169.1875,278729.03125,681574.1875,205634.1875,204525.0,223701.90625
11,289927.8125,274151.75,309982.9375,278479.3125,681297.8125,205582.6875,204303.984375,223459.25
12,289932.0,273962.46875,309826.75,278280.5625,681202.8125,205554.703125,204176.484375,223277.9375
13,289997.90625,274319.03125,310019.25,278510.15625,681385.125,205688.1875,204414.140625,223499.578125
14,290040.375,274790.9375,310349.15625,278920.1875,681715.5625,205858.40625,204788.75,223913.890625
15,289955.875,274597.28125,310261.28125,278844.5625,681619.0625,205758.453125,204693.265625,223860.875
16,289850.09375,274104.375,309936.90625,278464.65625,681271.25,205567.484375,204330.984375,223498.953125
17,289818.0,273853.21875,309724.84375,278202.875,681148.1875,205477.890625,204116.40625,223253.53125
18,289939.0625,274273.96875,309975.53125,278489.4375,681388.75,205672.0,204397.234375,223538.734375
19,289993.59375,274764.09375,310314.28125,278901.875,681735.0625,205861.453125,204768.0,223957.15625
20,289925.03125,274552.40625,310212.8125,278797.34375,681602.875,205756.40625,204634.875,223859.078125
21,289831.40625,274047.875,309886.65625,278408.6875,681256.0625,205555.6875,204258.75,223469.71875
22,289805.65625,273816.3125,309686.65625,278159.59375,681147.5625,205477.625,204062.140625,223229.828125
23,289882.28125,274192.78125,309885.40625,278390.90625,681347.1875,205644.46875,204291.734375,223444.59375
24,290013.09375,274756.25,310302.3125,278883.53125,681770.0625,205926.1875,204744.84375,223932.125
25,289916.96875,274538.875,310196.4375,278780.28125,681652.5,205804.859375,204612.96875,223841.828125
26,289846.4375,274071.1875,309905.53125,278429.78125,681296.3125,205629.078125,204262.953125,223490.640625
27,289824.53125,273844.28125,309714.1875,278189.28125,681176.9375,205553.890625,204072.859375,223263.71875
28,289953.375,274274.5,309972.21875,278480.03125,681407.375,205756.40625,204361.109375,223553.046875
29,290044.84375,274799.59375,310346.125,278929.5,681792.6875,205973.921875,204770.6875,224008.65625
30,290026.40625,274656.09375,310317.59375,278909.1875,681753.625,205943.171875,204731.171875,224004.546875
31,289928.4375,274171.25,309999.5,278538.78125,681367.75,205755.953125,204378.90625,223638.875
32,289869.6875,273934.78125,309791.25,278295.25,681237.9375,205670.84375,204211.171875,223422.59375
33,289950.34375,274310.09375,310001.8125,278546.03125,681421.0625,205824.96875,204477.703125,223675.4375
34,289995.3125,274761.59375,310303.5625,278919.03125,681717.75,205968.46875,204806.453125,224041.640625
35,289914.84375,274547.03125,310197.25,278814.25,681574.75,205855.734375,204671.984375,223939.1875
36,289841.78125,274094.8125,309913.5625,278473.15625,681250.4375,205699.0,204341.53125,223601.234375
37,289826.0625,273870.65625,309723.40625,278234.625,681147.4375,205642.140625,204152.625,223373.6875
38,289908.9375,274248.6875,309932.875,278480.5,681347.25,205799.765625,204389.640625,223611.59375
39,289980.1875,274760.0,310288.375,278910.1875,681708.8125,205983.21875,204773.28125,224046.921875
40,289920.125,274602.8125,310230.0625,278854.375,681645.625,205899.1875,204700.5,224011.15625
41,289826.5,274115.8125,309916.59375,278473.6875,681285.125,205714.640625,204339.5625,223635.65625
42,289798.6875,273870.03125,309709.90625,278216.375,681173.3125,205639.546875,204144.21875,223393.09375
43,289839.03125,274182.59375,309863.0625,278397.0625,681316.9375,205766.5,204326.6875,223564.578125
44,289895.0625,274672.28125,310215.5,278825.40625,681682.3125,205959.265625,204727.5,223999.53125
45,289836.6875,274511.1875,310162.3125,278777.5,681632.6875,205877.375,204675.46875,223974.59375
46,289809.59375,274092.40625,309911.875,278460.1875,681304.375,205760.6875,204380.609375,223664.53125
47,289823.71875,273895.0625,309745.75,278243.1875,681196.625,205728.953125,204217.265625,223457.828125
48,289890.25,274257.09375,309935.84375,278460.46875,681369.0,205878.265625,204437.015625,223670.609375
49,289924.59375,274714.84375,310248.21875,278840.8125,681682.9375,206029.890625,204779.359375,224053.0
50,289832.125,274486.21875,310142.375,278739.5,681567.125,205901.234375,204660.984375,223966.375
51,289768.375,274020.59375,309839.0,278371.9375,681231.6875,205717.15625,204301.75,223592.640625
52,289732.4375,273761.75,309620.5,278104.34375,681100.3125,205621.125,204082.796875,223327.5625
53,289837.40625,274163.5625,309864.40625,278385.53125,681351.625,205841.25,204371.21875,223599.625
54,290010.21875,274804.34375,310340.3125,278936.90625,681851.1875,206182.78125,204884.953125,224158.328125
55,289982.96875,274657.53125,310304.28125,278904.46875,681810.5,206110.546875,204821.65625,224145.265625
56,289851.0,274166.34375,309965.6875,278499.96875,681404.0625,205863.875,204433.984375,223759.5625
57,289771.4375,273813.34375,309664.9375,278128.03125,681144.6875,205677.0,204115.96875,223389.25
58,289810.75,274063.6875,309788.84375,278273.34375,681268.0,205729.40625,204247.484375,223506.015625
59,289876.3125,274545.5,310123.9375,278676.75,681570.625,205908.75,204601.703125,223895.734375
60,289762.03125,274269.59375,309959.15625,278508.375,681338.4375,205731.453125,204395.625,223714.59375
61,289686.65625,273844.09375,309688.71875,278190.28125,681115.625,205584.203125,204101.921875,223395.328125
62,289655.46875,273647.40625,309511.25,277976.0625,681060.375,205526.625,203961.5625,223197.015625
63,289763.125,274042.0625,309739.21875,278242.5,681278.9375,205698.109375,204243.90625,223457.015625
64,289852.59375,274593.59375,310130.03125,278715.8125,681685.4375,205932.0,204695.40625,223939.546875
65,289846.53125,274518.875,310151.125,278749.875,681724.375,205944.0625,204732.6875,224007.234375
