Unnamed: 0,EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8
0,288783.3125,273032.46875,308679.03125,277397.59375,681202.0,204068.21875,202984.34375,224946.796875
1,288868.40625,273086.125,308689.75,277382.125,681172.1875,204148.328125,203013.390625,224951.625
2,288908.75,273548.25,308959.0625,277710.5,681419.0,204285.390625,203305.21875,225274.21875
3,288895.5,273786.1875,309138.84375,277954.0625,681629.0,204331.703125,203493.6875,225515.796875
4,288789.90625,273416.5625,308926.4375,277719.71875,681389.5,204170.140625,203260.78125,225300.953125
5,288729.9375,273037.65625,308670.28125,277407.34375,681181.0,204031.65625,203011.0625,225017.890625
6,288750.65625,273023.96875,308622.4375,277341.0,681180.8125,204038.09375,203000.15625,224968.4375
7,288849.46875,273502.40625,308908.625,277672.6875,681384.9375,204196.15625,203282.0625,225264.28125
8,288838.09375,273678.15625,309039.875,277832.1875,681499.6875,204214.390625,203399.8125,225413.0625
9,288706.0625,273166.40625,308700.21875,277434.875,681108.125,203936.25,202957.96875,224972.90625
10,288638.71875,272782.40625,308440.59375,277121.21875,680951.1875,203821.0,202676.0625,224645.328125
11,288640.96875,272799.9375,308401.4375,277061.59375,680993.0625,203856.953125,202678.203125,224596.6875
12,288783.03125,273390.28125,308788.5625,277503.96875,681363.4375,204117.75,203096.984375,225028.25
13,288788.65625,273668.4375,309006.90625,277778.03125,681616.125,204208.859375,203324.796875,225303.09375
14,288642.9375,273219.25,308745.03125,277491.75,681338.8125,204007.6875,203034.578125,225032.28125
15,288538.59375,272742.09375,308398.65625,277075.28125,681030.5,203795.609375,202653.265625,224620.375
16,288569.78125,272776.78125,308372.625,277027.34375,681072.25,203857.125,202662.65625,224585.78125
17,288821.46875,273444.1875,308861.96875,277579.09375,681537.625,204216.1875,203194.53125,225132.140625
18,288852.78125,273704.53125,309067.78125,277833.4375,681744.625,204275.109375,203389.703125,225376.140625
19,288805.84375,273358.53125,308894.25,277644.34375,681500.0,204155.203125,203167.265625,225180.515625
20,288775.4375,272994.75,308642.125,277331.96875,681191.375,204077.96875,202897.875,224886.359375
21,288814.59375,273019.40625,308623.875,277294.15625,681182.875,204131.078125,202927.828125,224885.296875
22,288882.4375,273523.125,308935.1875,277669.65625,681469.25,204297.90625,203271.328125,225259.1875
23,288855.53125,273721.8125,309085.21875,277873.3125,681638.9375,204316.765625,203419.125,225460.171875
24,288756.3125,273302.9375,308843.71875,277606.71875,681352.625,204117.75,203134.1875,225192.765625
25,288660.71875,272859.03125,308520.0625,277213.6875,681085.0625,203944.84375,202791.046875,224803.65625
26,288706.84375,272919.09375,308522.84375,277204.8125,681150.5625,204029.859375,202845.3125,224811.171875
27,288831.125,273483.09375,308894.6875,277643.28125,681501.125,204257.765625,203261.140625,225244.0
28,288800.03125,273649.5625,309008.21875,277790.90625,681604.0625,204226.828125,203358.78125,225376.765625
29,288668.6875,273110.71875,308640.59375,277356.65625,681156.9375,203911.75,202886.4375,224897.984375
30,288619.875,272753.0625,308401.25,277061.15625,681001.1875,203828.15625,202642.0,224591.953125
31,288675.5625,272834.78125,308436.9375,277087.96875,681090.6875,203955.75,202753.671875,224645.328125
32,288799.46875,273399.3125,308803.5,277514.625,681420.5,204206.53125,203151.078125,225058.65625
33,288792.25,273659.84375,309012.34375,277774.625,681678.25,204300.59375,203378.265625,225329.46875
34,288679.59375,273236.0625,308761.75,277484.125,681382.3125,204104.25,203086.0,225052.9375
35,288638.625,272854.1875,308483.59375,277145.28125,681102.6875,203961.640625,202773.515625,224703.96875
