EEG 1_theta_mean,EEG 1_theta_std,EEG 2_theta_mean,EEG 2_theta_std,EEG 3_theta_mean,EEG 3_theta_std,EEG 4_theta_mean,EEG 4_theta_std,EEG 5_theta_mean,EEG 5_theta_std,EEG 6_theta_mean,EEG 6_theta_std,EEG 7_theta_mean,EEG 7_theta_std,EEG 8_theta_mean,EEG 8_theta_std,EEG 1_alpha_mean,EEG 1_alpha_std,EEG 2_alpha_mean,EEG 2_alpha_std,EEG 3_alpha_mean,EEG 3_alpha_std,EEG 4_alpha_mean,EEG 4_alpha_std,EEG 5_alpha_mean,EEG 5_alpha_std,EEG 6_alpha_mean,EEG 6_alpha_std,EEG 7_alpha_mean,EEG 7_alpha_std,EEG 8_alpha_mean,EEG 8_alpha_std,EEG 1_beta_mean,EEG 1_beta_std,EEG 2_beta_mean,EEG 2_beta_std,EEG 3_beta_mean,EEG 3_beta_std,EEG 4_beta_mean,EEG 4_beta_std,EEG 5_beta_mean,EEG 5_beta_std,EEG 6_beta_mean,EEG 6_beta_std,EEG 7_beta_mean,EEG 7_beta_std,EEG 8_beta_mean,EEG 8_beta_std,EEG 1_gamma_mean,EEG 1_gamma_std,EEG 2_gamma_mean,EEG 2_gamma_std,EEG 3_gamma_mean,EEG 3_gamma_std,EEG 4_gamma_mean,EEG 4_gamma_std,EEG 5_gamma_mean,EEG 5_gamma_std,EEG 6_gamma_mean,EEG 6_gamma_std,EEG 7_gamma_mean,EEG 7_gamma_std,EEG 8_gamma_mean,EEG 8_gamma_std,label
0.3024069036550905,15.52637235054582,1.1366411735884443,24.01753623862393,0.894591998153172,18.011513747500903,1.0855001361225478,22.5068492373145,0.8981363473677257,22.000714423328212,0.6919240756017657,19.23937301166752,1.0957196375631524,30.82972079944334,1.1598069919543263,27.03643753446681,0.132769419854577,12.526606890817954,0.5801589034641266,21.498248806502225,0.447105948368912,19.28219417102559,0.5452246547016043,21.79883817566208,0.4910516516875896,22.15981666543957,0.409364381913853,19.739190722803123,0.6323689905129808,27.02724103971485,0.6008466400399782,26.395231855145003,-0.0211652578779809,50.27812073519076,0.4889704637114897,72.57372213229125,0.3768968390735455,68.67084265934051,0.495105660108091,72.83031492925709,0.5058360705999413,71.23864133755116,0.2356061659659287,70.20106389846968,0.4613470095999675,83.91535183432597,0.5466663848971396,89.05379108224119,0.110118895445304,24.426188243530163,0.2678761990031217,31.629103895928505,0.2243792048373515,30.62622865537002,0.2528392740576753,33.321795192793154,0.2035743278563484,36.24944448657783,0.1505812208889956,31.05492717622061,0.2300236349223833,37.39776857946398,0.247917385533352,37.15371630536973,1
